,Apple,IBM,Microsoft,Google,Amazon,Tesla,Nvidia,Walmart,Johnson & Johnson,Verizon,AT&T,Pfizer
2022-01-04,176.2513,119.8065,318.6161,143.6981,167.175,380.0,28.95,45.204,155.949,43.4493,186.0175,46.9036
2022-01-05,172.0645,120.1021,308.4511,137.2852,164.55,361.1667,27.7221,45.873,157.3498,43.9207,186.4849,47.8224
2022-01-06,169.9317,117.7634,307.4395,137.5842,164.0,358.67,28.401,45.7265,156.1128,43.7581,186.7186,47.2728
2022-01-07,169.116,117.3286,305.2606,136.2785,162.4375,342.3,27.1731,46.1884,158.223,44.5952,187.3636,47.9083
2022-01-10,169.9317,117.3982,306.4084,137.9818,161.6,355.93,27.3538,46.0482,157.7136,44.3156,187.2795,48.4235
2022-01-11,172.2414,115.5029,306.5058,139.0626,165.1,353.0,27.771,45.9367,155.9763,44.0771,189.7566,48.6125
2022-01-12,172.0939,115.981,309.132,140.7185,165.025,369.6667,27.8669,45.6946,154.2663,43.9538,193.1778,48.5781
2022-01-13,169.1454,117.0243,297.3621,137.9191,161.05,341.9633,26.5442,46.4082,153.7205,44.036,197.3188,47.6249
2022-01-14,170.3248,116.694,301.7393,138.6735,161.975,348.6667,26.8387,46.1279,153.0384,43.8962,196.9449,47.2299
2022-01-18,166.4034,115.3811,293.6171,135.8098,158.25,341.67,25.7056,45.3315,151.5102,43.8304,193.935,46.3626
2022-01-19,162.875,113.9031,296.0878,134.4858,156.0,333.0,25.0338,45.7966,151.2647,43.9126,189.1864,45.8645
2022-01-20,160.2508,113.7118,293.763,131.7127,150.0,329.9667,23.5593,44.8855,149.6729,43.9126,185.2697,46.1737
2022-01-21,158.8454,112.4164,288.2184,128.8759,141.5005,312.0,23.0851,44.4873,149.9639,43.6002,185.5408,44.9113
2022-01-24,157.0075,114.7552,288.0239,130.1736,144.544,303.3333,23.135,44.602,147.8082,43.4275,182.2785,44.0526
2022-01-25,157.2827,118.3111,284.0357,126.4133,140.25,307.28,22.3125,43.6431,152.5017,43.6577,184.1573,45.2978
2022-01-26,157.7445,116.6157,288.8021,129.8711,139.544,309.9667,23.0602,43.2863,153.1748,41.9555,181.5026,45.5812
2022-01-27,164.3787,115.2159,293.763,129.053,140.4,279.0,22.1517,43.3245,155.1668,42.1446,177.5673,46.1996
2022-01-28,167.7695,116.9635,300.4456,133.4537,144.251,284.0,23.0991,43.8087,156.2583,43.5755,180.5305,47.1513
2022-01-31,171.406,115.8941,301.6031,134.3992,149.5,312.6667,24.7273,44.5032,156.7131,43.6742,183.2132,45.5421
2022-02-01,171.4551,117.8938,300.1343,149.5259,154.25,312.8333,25.7655,44.7581,155.4306,43.7071,183.6152,45.8536
2022-02-02,170.7671,118.5893,301.6518,144.8087,145.25,293.6667,24.2082,44.7581,156.9405,44.0113,186.6345,46.1131
2022-02-03,171.1799,120.0065,296.6812,145.2964,158.6125,302.6,24.6075,44.9811,157.1406,44.1923,186.5129,46.2256
2022-02-04,169.7549,119.4153,296.973,143.1314,157.55,308.6667,24.2581,44.3853,156.0855,43.888,184.0358,45.966
2022-02-07,169.6565,119.45,293.374,138.9272,158.1755,303.17,24.8271,44.054,155.6034,43.6413,185.2884,46.8052
2022-02-08,172.3824,119.3631,296.9632,139.0019,161.6505,308.0,25.3462,43.9999,156.0036,43.5344,187.2514,44.6596
2022-02-09,173.1992,119.7978,301.574,140.9673,161.05,310.0,26.654,43.8629,155.9854,43.9948,188.2329,44.5126
2022-02-10,169.0562,117.1064,292.7903,137.5837,158.15,300.0667,25.5359,43.3213,153.7205,43.5179,181.727,43.7253
2022-02-11,165.5234,116.7191,286.3703,133.3652,152.9,285.6667,23.769,43.1334,152.5381,43.8222,180.1379,43.7772
2022-02-14,166.1827,114.5453,287.1484,134.8729,155.5,293.3333,24.2631,42.6715,150.6279,43.74,176.6419,42.9553
2022-02-15,169.1645,114.1492,291.2825,135.8481,156.1,306.0,26.3395,42.7511,152.2652,43.8632,177.5112,42.9553
2022-02-16,169.4302,113.6124,291.6418,136.8269,158.6425,306.2667,25.7565,42.783,152.0833,43.9126,176.6699,42.9985
2022-02-17,166.1532,110.0216,283.454,132.0107,154.8895,290.4033,24.2891,44.2452,151.0736,44.11,174.3704,42.3151
2022-02-18,163.8504,108.8334,278.5803,129.5725,151.5,284.0,23.16,43.6941,149.5271,44.1758,176.6419,41.744
2022-02-22,162.8171,109.5551,282.6742,130.1696,151.0,277.0,23.6002,43.5953,147.8518,44.3238,173.5291,41.199
2022-02-23,156.6764,107.2492,271.4647,126.3825,143.7145,249.3333,21.9741,42.8276,148.0532,43.7564,171.8465,40.3598
2022-02-24,158.684,106.5892,284.8674,131.026,150.0,263.8333,23.2988,42.7989,144.6476,42.9752,170.407,39.6677
2022-02-25,161.7248,109.2295,289.2342,133.7523,153.75,270.3667,24.0485,43.452,151.8617,44.4554,172.9683,41.2076
2022-02-28,162.1775,107.8301,291.4469,134.0011,153.598,290.8867,24.2641,43.1302,150.6624,44.036,171.0613,40.4896
2022-03-01,161.1343,106.9412,288.5227,134.2827,151.2,288.1967,23.5114,43.4042,150.3236,43.9949,169.8555,39.6071
2022-03-02,163.7126,108.7366,291.4274,133.603,151.7995,290.2,24.0025,43.3755,151.9715,44.5047,168.0234,41.173
2022-03-03,160.3569,110.0128,284.4288,131.3892,145.2,273.1833,22.9601,44.0031,152.237,44.6939,163.5926,41.0087
2022-03-04,160.3766,111.5089,282.1674,131.0155,145.115,281.3333,22.7944,45.4876,154.6081,45.2695,159.6105,42.0469
2022-03-07,156.2237,110.4528,271.9424,125.4923,136.55,266.6633,20.9872,44.9205,157.6201,44.9241,149.3468,41.3547
2022-03-08,155.1708,110.8929,268.8817,126.6367,136.05,275.5833,21.6162,44.2388,154.4617,43.7975,148.6271,41.1125
2022-03-09,159.668,111.2712,278.7949,132.6078,148.45,285.3333,22.8094,44.3694,154.7363,43.6742,154.4693,42.0036
2022-03-10,155.5349,109.5991,278.1027,131.8614,146.85,277.33,22.5648,45.2646,155.5419,43.7728,151.4314,42.4967
2022-03-11,151.9823,109.1327,272.5857,129.2715,145.575,264.6433,22.0655,45.2359,154.8187,43.6659,147.6456,43.3965
2022-03-14,148.4987,109.1855,270.9774,125.9899,142.6,259.8333,21.5114,45.9081,157.1898,43.263,150.5807,45.421
2022-03-15,152.5334,110.2944,280.0229,128.6271,147.535,267.2833,23.026,46.4401,161.2546,43.3452,155.105,45.1701
2022-03-16,156.7158,112.433,287.8891,132.4342,153.0735,279.6667,24.5117,46.2617,159.7532,43.1643,160.6761,45.7497
2022-03-17,157.2669,112.213,286.0858,132.2595,156.443,288.5,24.4628,46.2261,161.1264,42.9999,162.0502,46.7187
2022-03-18,161.7248,113.1899,293.1819,135.7924,161.434,302.5433,26.4677,46.4915,159.8081,42.1611,160.4985,47.1946
2022-03-21,162.3743,113.0403,291.2129,135.4456,161.5495,306.09,26.5755,46.1237,160.9708,42.0213,160.592,46.7014
2022-03-22,166.2614,113.586,296.6227,139.1939,164.8445,330.7433,26.3878,45.8903,160.2109,41.9555,161.5455,45.9314
2022-03-23,167.9737,112.9171,292.2754,137.7882,163.5,332.85,25.7288,45.3147,159.9271,41.9144,165.0789,45.2047
2022-03-24,171.0638,113.7444,296.2036,140.7738,163.1,336.5067,28.0712,45.6344,160.4398,41.9226,168.5842,45.3777
2022-03-25,172.2152,115.5574,296.0769,140.9176,164.71,337.05,27.6398,45.8583,161.8405,42.1857,168.5001,45.6805
2022-03-28,172.6678,115.5135,302.8513,140.9649,168.8635,365.2667,28.181,46.5555,162.2708,42.0624,166.2473,46.1131
2022-03-29,175.9055,116.1735,307.0817,141.6201,169.15,364.6867,28.4656,46.9872,162.7194,42.0871,172.7533,45.6459
2022-03-30,175.1871,116.4375,306.7503,141.6575,166.994,365.2933,27.7567,47.9689,164.3947,42.4488,168.8366,45.3345
2022-03-31,172.0774,114.4309,302.403,138.8775,163.8,358.5,27.3573,47.6332,162.4081,41.9719,165.9295,44.8846
2022-04-01,171.2311,114.7389,301.6427,139.3502,163.5,363.6667,26.6274,48.2887,162.7194,42.7943,168.6029,44.5731
2022-04-04,175.5217,114.6509,307.1109,142.4104,168.3465,380.0,27.2574,48.2887,161.5567,43.1232,170.6687,44.0021
2022-04-05,172.2152,113.8588,303.1438,140.115,164.2,362.6667,25.8097,48.4902,162.6095,43.4028,166.0697,44.3482
2022-04-06,168.1804,113.8412,290.2772,135.8342,158.455,347.6667,24.1074,49.5487,166.6285,43.7646,165.0041,45.819
2022-04-07,169.5089,113.0051,294.6635,135.989,158.05,355.5,24.2372,50.1307,166.6102,43.8553,163.1065,47.7829
2022-04-08,167.0585,112.433,288.9322,132.6451,154.0335,340.6667,23.0141,50.3386,166.6194,44.5295,159.6386,47.6877
2022-04-11,162.6301,111.2889,277.6056,128.3285,151.125,320.6667,21.746,49.3281,164.6694,44.7792,159.4983,46.6668
2022-04-12,165.8186,110.9369,276.1337,127.2339,151.2,330.5933,21.5613,49.1266,164.7885,44.6377,155.5256,45.7238
2022-04-13,167.6884,112.6091,280.5298,129.3735,155.887,341.0,22.1704,50.3034,165.3926,45.0289,157.4512,45.9574
2022-04-14,162.3743,111.5089,272.6832,126.3133,151.65,329.8167,21.1769,50.2331,164.8708,44.7459,156.3482,46.0179
2022-04-18,163.5749,111.4121,275.3637,127.7926,153.75,337.6733,22.0406,49.8589,162.5729,44.5461,159.1618,44.9192
2022-04-19,163.693,115.3022,276.5724,128.1798,155.95,339.3333,21.8509,50.4441,168.249,44.7292,160.2648,43.4657
2022-04-20,165.2577,121.7181,279.9937,128.0798,154.6,343.7267,21.5883,51.1669,168.9081,45.2786,164.0039,43.0937
2022-04-21,163.2796,122.5982,272.9561,124.2981,148.7465,337.1333,20.0547,50.959,167.8645,45.9944,162.34,42.3756
2022-04-22,158.93,121.5773,266.0939,118.8246,144.1,333.4333,19.3198,49.9996,165.887,43.0895,158.4701,41.6143
2022-04-25,160.3077,122.475,273.6383,122.457,145.8755,332.7667,19.9488,50.1115,170.2813,41.8244,165.4528,42.3929
2022-04-26,153.6356,120.0283,275.1687,115.0678,140.7,291.67,18.6509,49.6223,169.0637,41.1502,155.9369,42.4535
2022-04-27,156.2434,119.4034,278.4341,115.5469,141.25,298.6667,18.8006,49.5615,167.1321,40.5176,157.0773,43.137
2022-04-28,157.4637,119.1042,281.5045,116.4361,131.5995,284.8333,19.19,49.472,167.8828,40.2014,161.7044,43.3447
2022-04-29,155.4168,116.2351,271.2113,113.9482,123.95,292.5,18.6109,48.9475,165.3194,38.7032,159.8442,42.0901
2022-05-02,155.3971,116.9568,276.9233,115.8341,123.95,302.3333,19.5385,48.5925,163.5067,38.4119,159.5544,41.6575
2022-05-03,157.1389,116.7015,274.8277,117.1825,124.0,302.3333,20.0587,48.7716,163.4884,39.3274,160.8351,42.6784
2022-05-04,163.132,120.794,281.7677,121.2906,125.5,316.02,20.2793,49.4336,164.88,40.1514,163.0878,42.7909
2022-05-05,155.4463,119.9931,271.1723,116.1376,116.98,292.6667,18.8715,49.0243,160.2109,39.8435,158.844,41.9171
2022-05-06,154.8754,121.1636,267.6828,114.9936,114.525,288.0,18.571,47.8656,161.3645,40.1514,161.9942,42.1766
2022-05-09,150.539,120.272,258.3058,112.4554,108.526,262.2333,16.9266,48.7707,162.225,40.5342,157.4793,41.8219
2022-05-10,152.2637,115.0424,262.7896,114.0925,109.1,265.9167,17.5127,47.9041,162.5271,40.0599,155.591,42.912
2022-05-11,144.5471,116.8064,254.8942,113.3013,105.2,244.7,16.655,47.3809,161.2455,39.8601,146.9262,42.8947
2022-05-12,141.8171,118.4902,251.0927,113.2018,107.5,247.0,16.3944,47.3745,162.8476,40.0349,148.1971,43.994
2022-05-13,145.1482,118.7842,255.0209,115.839,113.65,258.5667,17.8741,47.6794,161.4102,40.1265,151.1805,43.4445
2022-05-16,143.8966,120.1918,254.7285,114.1418,111.005,240.74,17.1832,47.4226,163.0215,40.6175,148.8234,44.2206
2022-05-17,147.0799,123.1674,260.2552,116.1873,115.45,253.6833,18.2515,42.2037,163.7539,40.7424,149.5618,44.7787
2022-05-18,138.1707,117.8309,246.8687,110.8134,106.0,233.3333,16.4932,39.2476,160.6687,40.6092,145.3367,44.0375
2022-05-19,136.2982,115.7017,248.9206,110.0675,107.9,238.3333,17.311,38.288,159.0666,40.8755,145.72,44.2468
2022-05-20,135.5689,114.5702,247.0152,108.3831,107.85,221.8333,16.668,38.2398,162.4997,41.2418,150.8705,45.799
2022-05-23,139.1464,116.4322,253.0734,107.2058,105.225,219.0,16.654,39.1578,165.3102,41.2584,150.4966,45.8775
2022-05-24,139.5504,119.39,255.907,106.136,104.8155,211.3333,16.2946,39.835,167.5581,42.1906,150.1227,46.5838
2022-05-25,137.9046,119.7018,256.0536,105.0413,106.401,218.4333,15.7873,39.5943,165.1813,42.6401,150.5246,46.7844
2022-05-26,142.0537,121.9558,259.9915,107.3302,111.25,237.6667,17.932,40.3133,165.3287,42.4653,154.7311,47.046
2022-05-27,147.8289,124.0762,267.7301,112.1071,115.699,255.0833,18.9155,41.4302,166.8303,42.7982,155.9462,47.0285
2022-05-31,147.3361,124.2276,267.1439,113.9482,121.5375,253.23,18.7687,41.4045,165.3931,42.6983,155.5163,46.3048
2022-06-01,145.8677,123.8356,265.3851,113.1088,121.0975,244.6667,18.2215,40.217,163.7165,42.7067,157.6943,45.5722
2022-06-02,149.3564,124.9047,268.4141,117.3816,126.9,261.0667,19.6803,40.9391,163.394,42.6068,159.1338,45.7903
2022-06-03,143.0983,125.9292,263.6262,113.8984,122.4,233.43,18.6908,40.2234,162.528,42.2406,154.058,46.3658
2022-06-06,144.3795,127.1765,263.04,116.2555,125.2,237.8367,18.7407,40.111,162.5096,42.6151,154.7778,46.4356
2022-06-07,146.0746,126.9449,265.2483,116.3471,122.37,238.3333,18.8506,39.5108,164.26,42.9314,155.4041,46.61
2022-06-08,145.779,125.5105,264.3591,116.6899,121.23,242.7667,18.6149,39.2412,163.3203,42.9147,154.5628,46.6274
2022-06-09,140.9302,122.9091,259.2585,114.5702,116.18,239.5033,18.0207,38.8464,160.2525,42.4237,153.7776,45.0926
2022-06-10,135.3817,121.1629,247.2009,110.6258,109.65,236.4167,16.9282,39.1064,159.0088,42.3238,149.5618,43.584
2022-06-13,130.4836,120.7085,238.0844,106.1355,103.83,214.4333,15.6589,38.3875,157.3598,41.2751,144.9398,41.8487
2022-06-14,131.8535,121.3054,241.1525,107.0322,103.02,223.1167,16.0104,38.4035,155.0474,41.042,145.0376,41.8487
2022-06-15,134.5243,122.722,248.0021,109.9675,109.39,235.4133,16.7045,38.6731,156.8899,41.0753,146.5239,42.4591
2022-06-16,128.6407,121.1629,240.1754,105.6802,103.85,211.8333,15.591,38.7148,156.6966,40.7008,144.3832,41.4039
2022-06-17,129.6558,120.6996,241.8365,106.7331,105.8,216.1,15.8287,38.028,156.1161,40.8173,143.9065,40.5406
2022-06-21,133.6373,122.7932,247.2986,110.9522,108.17,237.5167,16.4578,39.2059,159.6445,42.124,148.7112,41.9969
2022-06-22,132.2181,122.0983,245.7157,109.9724,108.15,234.1833,16.1283,38.5479,161.9016,42.2073,148.7579,42.5985
2022-06-23,136.1011,123.0872,252.0963,111.51,112.15,234.2333,16.1582,39.5429,165.4392,43.3226,149.6553,43.6015
2022-06-24,139.6983,126.3301,262.0629,117.5806,116.55,245.4667,17.1269,39.7612,168.0832,42.407,148.7018,44.8659
2022-06-27,139.9249,127.221,259.366,115.6898,113.6,245.27,16.8773,39.8382,167.7792,42.3987,146.3182,45.2583
2022-06-28,135.7167,126.9092,250.7674,111.6593,107.48,232.3,15.9535,39.3792,163.2927,42.0491,146.8604,44.3427
2022-06-29,137.126,125.3591,253.7867,111.1632,108.55,227.4667,15.5341,39.1321,163.0532,42.4237,145.5143,44.6043
2022-06-30,134.7509,125.7154,251.7543,108.5742,106.75,224.3333,15.0797,38.885,164.7298,42.2238,144.1122,45.581
2022-07-01,137.0078,125.7154,253.7574,108.2135,109.61,226.4867,14.4156,39.4145,165.1444,42.8898,145.3274,45.5897
2022-07-05,139.3238,122.4725,256.1024,112.1569,113.2,232.9733,14.9139,39.8575,163.9836,42.7982,144.5795,45.0403
2022-07-06,140.5557,123.1585,260.3529,113.9561,114.44,231.6667,15.0977,40.2073,164.5548,42.8565,142.8596,45.9908
2022-07-07,143.7882,125.2967,261.5254,117.8294,115.76,243.6667,15.7658,40.2073,164.4443,42.7063,146.8978,46.4792
2022-07-08,144.6555,125.1541,261.4766,118.7246,115.36,256.4667,15.8037,40.2491,164.3521,42.5461,146.5332,46.453
2022-07-11,143.0096,125.3591,258.682,115.1424,111.85,234.0,15.0977,40.2009,164.3429,42.5545,145.0469,46.0867
2022-07-12,143.6896,124.0762,248.1878,113.3197,109.2,232.1,15.0797,40.1624,162.095,42.8748,145.29,45.3455
2022-07-13,142.2606,122.0538,245.276,110.2635,109.64,234.6833,14.9968,40.0886,161.3765,42.4787,145.2993,44.9095
2022-07-14,147.208,124.0583,249.5851,110.2914,111.42,239.48,15.5041,41.1478,162.0306,42.5883,143.0185,44.7351
2022-07-15,147.8584,125.172,250.9139,111.4602,113.6,239.6633,15.7957,41.411,164.6193,42.9844,146.4771,44.9444
2022-07-18,144.7737,117.7418,249.1845,108.6837,114.0,241.3367,16.1203,41.3371,160.8053,42.4365,146.5239,44.334
2022-07-19,149.6028,116.9222,253.601,113.8487,118.8,247.1467,17.2168,41.6613,159.2668,42.4787,149.9544,44.7961
2022-07-20,150.4405,114.7573,254.3436,113.3013,122.32,251.1,17.6263,41.9277,157.2677,41.383,147.5988,44.2816
2022-07-21,152.6776,112.9488,257.959,110.5646,123.49,269.75,17.6662,42.4477,157.7283,40.0513,148.786,44.4386
2022-07-22,151.702,114.098,254.0994,107.4994,122.27,271.6667,17.2228,42.4284,158.539,37.4891,149.8423,44.6915
2022-07-25,150.4701,114.1248,252.448,106.4843,116.42,266.8333,16.9202,38.1628,158.8707,37.5903,147.2717,45.1711
2022-07-26,150.6179,114.392,255.907,109.5992,117.5,262.3333,16.8793,39.2797,160.0038,37.9527,147.7484,45.642
2022-07-27,154.2348,114.5702,261.8674,111.8085,120.6,273.58,17.7111,40.5219,159.838,37.801,149.6086,45.4327
2022-07-28,159.6749,115.1226,271.2673,114.5453,138.94,284.3333,17.8959,41.7095,160.2986,38.332,149.1038,44.7012
2022-07-29,159.803,116.352,274.0032,115.5106,134.86,296.6,18.1406,42.3514,160.7777,38.9051,151.9829,44.3408
2022-08-01,159.0638,117.6349,271.2966,114.197,135.1,298.0,18.4502,42.5279,159.9577,38.9388,155.8902,44.4727
2022-08-02,157.6841,117.5102,268.4923,114.396,134.18,301.3333,18.1126,42.6884,159.3773,38.2477,152.9831,43.6992
2022-08-03,163.4396,117.6706,275.2539,117.1925,139.22,307.7467,18.7787,41.7255,160.8421,38.2477,150.964,43.8223
2022-08-04,163.4593,117.4122,277.5013,117.6602,143.0,309.1667,19.2141,40.3807,158.2718,37.4807,146.851,43.8223
2022-08-05,162.7392,117.7775,276.2311,116.6451,140.66,287.3333,18.8746,40.4898,157.3506,37.8431,147.0473,43.251
2022-08-08,163.1044,118.3476,274.9999,117.1029,140.0,292.8,17.6263,40.9616,157.2585,37.5565,146.0097,43.4531
2022-08-09,162.8478,116.8875,276.8173,116.2072,137.9,283.8,16.9721,41.3628,156.9821,37.6661,143.3644,43.7695
2022-08-10,166.8842,118.5115,282.3869,119.0236,142.68,293.3333,18.0707,41.3917,156.5951,37.7588,147.6923,43.7432
2022-08-11,166.5684,119.6664,281.058,118.4265,140.99,288.1,17.9568,41.8733,154.1538,37.8178,148.2532,42.3984
2022-08-12,169.6475,120.9025,285.5528,121.0836,143.45,301.3333,18.7527,42.6437,152.4403,38.096,150.7864,43.8574
2022-08-15,170.8811,121.489,286.8914,121.3225,142.85,309.6667,18.9954,43.095,153.3063,38.3067,149.9918,43.7344
2022-08-16,171.4239,123.3206,286.2954,120.9543,144.75,306.4,18.8296,44.8453,153.988,38.5595,149.0197,43.7256
2022-08-17,170.9305,123.2033,284.3294,118.536,141.47,303.0,18.1336,44.9517,154.3104,38.2055,150.2816,43.374
2022-08-18,171.8286,125.4589,284.1531,119.5013,142.18,303.1033,18.7428,44.8453,153.6656,37.2026,148.7486,42.7588
2022-08-19,168.5126,124.5927,279.1005,116.257,137.54,295.2667,17.6762,44.1168,155.8766,37.4048,146.2528,43.1719
2022-08-22,165.7789,122.4544,272.628,114.0676,134.17,290.5833,17.0271,43.4721,155.4344,37.2953,144.2524,43.0137
2022-08-23,164.9301,121.4439,270.4444,113.3013,133.5,296.5333,17.1589,43.1852,154.0803,36.6547,143.4672,42.2402
2022-08-24,165.6407,120.4333,270.3269,113.1222,133.85,297.5333,16.4129,43.5495,153.5702,36.739,144.2617,41.7305
2022-08-25,167.9698,120.8754,273.0295,116.0281,137.24,295.7,17.9109,43.7977,154.6553,36.8317,145.8228,41.9678
2022-08-26,160.3411,117.519,261.612,109.5992,130.3,284.5,16.1782,42.3858,152.1511,36.4524,141.8687,41.0977
2022-08-29,159.67,117.6634,260.4664,109.4699,130.31,285.7,15.7817,42.8564,151.4092,36.5199,141.8687,40.7373
2022-08-30,156.8869,116.7521,257.4308,108.415,128.76,278.12,15.4812,42.7114,150.6486,35.913,140.3731,40.2803
2022-08-31,153.9559,115.5521,254.1016,106.8625,125.38,272.01,14.085,42.6985,149.3873,35.1461,139.1673,39.6387
2022-09-01,156.5415,116.9957,254.3758,109.5793,128.2,279.7,13.8513,43.3367,153.0322,35.2725,136.9052,40.9922
2022-09-02,153.6104,115.3085,250.6744,107.3302,127.8,269.3,13.6576,42.9048,151.0382,34.8089,136.0639,40.0606
2022-09-06,152.4656,114.2529,247.9816,106.2853,126.05,273.81,13.4818,42.6566,150.7599,34.6994,135.0169,40.0342
2022-09-07,153.9953,115.3536,252.7503,109.0021,129.4,283.45,13.7505,43.7654,152.5685,34.6235,133.9887,40.5088
2022-09-08,152.5742,115.9401,254.317,108.1562,130.41,290.0,14.0382,43.9395,153.5516,34.8342,134.7272,41.3525
2022-09-09,155.4362,116.5627,258.8213,109.9774,133.14,298.4,14.3559,44.1104,153.5887,35.6012,136.2695,42.1875
2022-09-12,161.9991,117.9521,261.4553,110.4651,136.56,304.65,14.5696,44.5649,153.4403,36.0985,135.5778,42.0117
2022-09-13,152.2387,114.8303,247.7858,104.285,127.68,291.6,13.1212,43.6591,149.8788,35.1966,131.8574,40.4561
2022-09-14,153.946,115.4619,247.3647,104.8224,129.0,304.25,13.1921,43.5495,152.9673,34.8932,133.0166,40.5615
2022-09-15,149.3668,112.7822,238.4834,101.5084,123.88,300.19,12.7605,42.7597,152.485,34.3875,130.8666,40.2539
2022-09-16,149.3174,114.8664,240.3634,102.7425,124.32,303.9,13.235,43.0112,155.2581,34.8932,131.5583,40.5879
2022-09-19,152.9788,115.2454,240.1284,103.1505,125.22,309.44,13.4358,43.3722,154.3307,34.7921,132.222,40.0078
2022-09-20,154.4394,113.5581,237.4063,100.8218,121.89,307.4,13.1391,42.8887,152.754,34.2358,131.549,39.2695
2022-09-21,150.4524,112.1055,232.3242,98.1149,117.35,299.3,13.0362,43.2916,151.27,33.2497,128.6232,38.6719
2022-09-22,150.9952,113.098,236.1823,100.1848,117.42,288.02,12.5518,43.0627,154.1452,33.6711,129.9786,38.9356
2022-09-23,148.597,110.716,233.1174,98.3736,113.9,275.75,12.4948,41.9055,154.8779,33.3087,128.324,38.7598
2022-09-26,149.1201,109.8679,232.667,98.0253,115.57,276.4001,12.2121,42.3407,153.7742,32.9126,126.7723,38.54
2022-09-27,149.9096,110.0664,231.4136,97.0301,114.59,287.1,12.5158,42.2278,153.3939,32.8283,126.8845,38.8477
2022-09-28,147.4127,110.7521,235.3108,99.4584,117.71,286.3,12.6686,42.9209,154.2936,33.1991,127.9595,39.1638
2022-09-29,140.5439,110.0664,235.0072,97.3983,115.1,269.21,12.1951,42.6469,152.5963,32.6428,126.6808,39.0938
2022-09-30,135.718,107.4138,228.9264,95.3483,113.04,266.05,12.1002,41.8217,151.8822,32.0781,124.0763,38.5049
2022-10-03,141.0966,109.6423,236.6719,98.702,116.37,243.7,12.6067,42.7952,150.8619,33.039,128.414,38.707
2022-10-04,144.0869,113.1251,243.0856,100.762,120.68,247.7,13.1711,43.1957,153.0322,33.4182,132.4485,39.0762
2022-10-05,145.3797,113.6213,244.8971,101.4189,121.7,240.99,13.286,42.7887,153.1342,33.2834,130.7816,38.7774
2022-10-06,142.8829,110.2829,240.7355,100.5332,120.06,236.7,12.7046,42.447,149.9716,32.3998,128.8117,37.7666
2022-10-07,138.1853,107.0799,229.0243,98.2442,114.55,223.8,12.0113,41.4381,148.5804,31.5939,128.6602,37.0811
2022-10-10,139.0735,106.1506,225.4601,97.5775,113.93,223.0001,11.5878,41.8829,149.0998,31.4224,127.7226,36.6943
2022-10-11,137.4155,106.5476,221.0047,96.8311,112.25,215.2,11.6176,42.7758,150.9269,30.848,127.912,36.7998
2022-10-12,136.7937,106.0784,221.4454,97.3287,113.06,216.8,11.4829,42.4857,150.4631,30.6251,128.8496,37.0019
2022-10-13,140.9584,109.7506,228.7698,98.4134,112.2,220.51,11.9714,42.5985,153.1899,31.1481,130.1187,37.7754
2022-10-14,136.2707,108.2799,223.2079,95.8359,106.6,204.43,11.1073,41.9055,152.2995,31.1909,127.0123,37.6699
2022-10-17,141.5703,110.3461,234.9289,100.8118,115.12,222.75,12.0473,42.547,155.7683,32.0483,128.9538,38.417
2022-10-18,142.9816,111.4288,236.525,101.9463,118.1,224.2499,12.1312,43.4786,154.7759,31.9367,127.1543,38.7598
2022-10-19,141.1262,113.7476,229.4258,99.1001,114.2,208.16,11.8925,43.119,152.012,31.3368,125.9326,37.8809
2022-10-20,140.8499,115.4258,229.8665,97.6173,114.4,206.6,11.9874,43.1465,153.1342,31.7654,126.1883,37.7754
2022-10-21,145.6462,117.2754,237.2594,100.7322,119.85,214.55,12.5318,44.0975,156.4639,30.3506,126.6808,39.5596
2022-10-24,147.6299,119.6845,242.3512,102.4041,119.06,208.8,12.5468,45.0935,159.1164,30.7538,127.6089,39.9902
2022-10-25,148.9227,119.7927,229.1321,97.1297,115.35,217.12,12.8365,45.129,159.237,31.0366,129.8156,39.8496
2022-10-26,147.8371,121.8679,227.7122,94.8905,115.8,226.5,13.4338,45.4997,159.7193,31.2852,130.6301,40.4824
2022-10-27,143.4453,121.4168,220.0255,91.5566,96.84,223.38,13.0422,44.9678,159.7842,30.9938,128.3761,40.21
2022-10-28,153.7881,124.9807,230.7477,95.8658,103.89,228.35,13.8644,45.9671,161.5649,32.4084,132.136,41.6865
2022-10-31,151.4491,124.7822,227.7612,94.3431,102.38,227.59,13.4558,45.8124,161.1939,32.074,131.4635,41.0977
2022-11-01,148.4391,124.5115,223.061,90.1435,96.81,227.0,13.6756,45.6738,161.1847,32.1169,126.068,42.1875
2022-11-02,142.2118,123.4288,215.5212,86.6205,92.75,215.87,13.1561,45.3708,158.1611,32.2626,128.2245,41.3877
2022-11-03,135.9253,121.2273,209.2152,83.2767,89.31,214.48,13.4518,45.3611,158.4115,31.8511,127.0312,41.2202
2022-11-04,136.5367,123.6093,216.6375,86.113,91.16,209.05,14.1601,45.4417,158.8753,31.9797,130.0808,41.9116
2022-11-07,137.9404,125.1431,224.2361,88.3521,90.82,197.3,14.3748,46.0767,160.4334,31.9197,129.9956,41.8496
2022-11-08,138.3754,126.289,224.8236,88.5711,90.12,190.0,14.6336,46.0251,161.9916,32.417,129.7493,41.9559
2022-11-09,133.7194,125.5503,220.3389,87.0883,86.25,176.5,13.7055,45.0581,159.9419,32.3226,127.4101,41.3532
